DOI	PubMed_ID	Scopus_ID	Web_of_Science_ID	URL	Database	Document_Type_Final	Document_Type_Scopus	Document_Type_Web_of_Science	Document_Type_Other	Reference_Detail	CORE	Authors	Title 	Year	Publication_Date 	Early_Access_Date	Source_Title 	ISSN	ISBN	Volume	Issue	Page_Start	Page_End	Supplemental_Issue	Special_Issue	Meeting_Abstract	Notes	Reference_Type	Document_Citation	CARDIA_Document_Cited	Level_of_Influence	Scopus	WOS	PubMed	Embase	ASC	CINAHL	CHC	APA_PI	CK	Uptodate	NU	PQC	WC	AHRQ	PPH	CDC	HP2020	Healthgov	MedlinePlus	NAP	OA	Dataverse	Dryad	Figshare	Mendeley_Data	OSF	Vivili	Zenodo	DigitalHub
10.7326/0003-4819-149-2-200807150-00005	18626048	2-s2.0-47549092817	WOS:000257853700003			Article	Article	Article		MS	CORE	"Pletcher, MJ; Bibbins-Domingo, K; Lewis, CE; Wei, GS; Sidney, S; Carr, JJ; Vittinghoff, E; McCulloch, CE; Hulley, SB"	Prehypertension during young adulthood and coronary calcium later in life	2008	15-Jul		ANNALS OF INTERNAL MEDICINE	0003-4819		149	2	91	99					CINAHL Journal Article				1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1093/hmg/ddn101	18378515	2-s2.0-45749108646	WOS:000256978200016			Article	Article	Article		MS	CORE	"Klos, K; Shimmin, L; Ballantyne, C; Boerwinkle, E; Clark, A; Coresh, J; Hanis, C; Liu, K; Sayre, S; Hixson, J"	APOE/C1/C4/C2 hepatic control region polymorphism influences plasma apoE and LDL cholesterol levels	2008	1-Jul		HUMAN MOLECULAR GENETICS	0964-6906		17	13	2039	2046					Embase Journal Article				1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1210/jc.2007-2203	18334590	2-s2.0-45149095441	WOS:000256507900020			Article	Article	Article		MS	CORE	"Sternfeld, B; Liu, K; Quesenberry, CP; Wang, H; Jiang, SF; Daviglus, M; Fornage, M; Lewis, CE; Mahan, J; Schreiner, PJ; Schwartz, SM; Sidney, S; Williams, OD; Siscovick, DS"	Changes over 14 years in androgenicity and body mass index in a biracial cohort of reproductive-age women	2008	JUN		JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM	0021-972X		93	6	2158	2165					Embase Journal Article				1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1186/1465-9921-9-31	18394165	2-s2.0-44849119488	WOS:000256149000001			Article	Article	Article		MS	CORE	"Thyagarajan, B; Jacobs, DR; Apostol, GG; Smith, LJ; Jensen, RL; Crapo, RO; Barr, RG; Lewis, CE; Williams, OD"	Longitudinal association of body mass index with lung function: The CARDIA Study	2008	4-Apr		RESPIRATORY RESEARCH	1465-993X		9								CINAHL Journal Article				1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1001/jama.299.19.2287	18492970	2-s2.0-44249104442	WOS:000255984500023			Article	Article	Article		MS	CORE	"Holvoet, P; Lee, DH; Steffes, M; Gross, M; Jacobs, DR"	Association between circulating oxidized low-density lipoprotein and incidence of the metabolic syndrome	2008	21-May		JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION	0098-7484		299	19	2287	2293					CINAHL Journal Article				1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.2105/AJPH.2004.055889	17329668	2-s2.0-33947523787	WOS:000255647500029			Article	Article	Article		MS	CORE	"Parker, ED; Schmitz, KH; Jacobs, DR; Dengel, DR; Schreiner, PJ"	Physical activity in young adults and incident hypertension over 15 years of follow-up: The CARDIA study	2007	APR		AMERICAN JOURNAL OF PUBLIC HEALTH	0090-0036		97	4	703	709					CINAHL Journal Article				1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1038/oby.2008.40	18356843	2-s2.0-42949150861	WOS:000255597600023			Article	Article	Article		MS	CORE	"Gunderson, EP; Sternfeld, B; Wellons, MF; Whitmer, RA; Chiang, V; Quesenberry, CP; Lewis, CE; Sidney, S"	Childbearing may increase visceral adipose tissue independent of overall increase in body fat	2008	MAY		OBESITY	1930-7381		16	5	1078	1084					WOS Article				1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1016/j.autneu.2008.01.006	18304893	2-s2.0-41149104787	WOS:000255424100011			Article	Article	Article		MS	CORE	"Sloan, RP; Huang, MH; McCreath, H; Sidney, S; Liu, KA; Williams, OD; Seeman, T"	"Cardiac autonomic control and the effects of age, race, and sex: The CARDIA study"	2008	30-May		AUTONOMIC NEUROSCIENCE-BASIC & CLINICAL	1566-0702		139	2-Jan	78	85					ASC Journal Article				1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1016/j.ahj.2007.07.055	18371479	2-s2.0-40849140758	WOS:000254808100017			Article	Article	Article		MS	CORE	"Shishehbor, MH; Gordon-Larsen, P; Kiefe, CI; Litaker, D"	Association of neighborhood socioeconomic status with physical fitness in healthy young adults: The Coronary Artery Risk Development in Young Adults (CARDIA) study	2008	APR		AMERICAN HEART JOURNAL	0002-8703		155	4	699	705					Embase Journal Article				1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1373/clinchem.2007.099044	18281420	2-s2.0-42449100804	WOS:000254574800017			Article	Article	Article		MS	CORE	"Thyagarajan, B; Jacobs, DR; Carr, JJ; Alozie, O; Steffes, MW; Kailash, P; Hayes, JH; Gross, MD"	"Factors associated with paraoxonase genotypes and activity in a diverse, young, healthy population: The coronary artery risk development in young adults (CARDIA) study"	2008	APR		CLINICAL CHEMISTRY	0009-9147		54	4	738	746					Embase Journal Article				1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1093/aje/kwm332	18056923	2-s2.0-39349114944	WOS:000253246200006			Article	Article	Article		AS	CORE	"Turk, A; Kopp, P; Colangelo, LA; Urbanek, M; Wood, K; Liu, K; Skinner, HG; Gapstur, SM"	Associations of serum sex hormone binding globulin (SHBG) levels with SHBG gene polymorphisms in the CARDIA male hormone study	2008	15-Feb		AMERICAN JOURNAL OF EPIDEMIOLOGY	0002-9262		167	4	412	418					CINAHL Journal Article				1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1093/aje/kwm267	17928400	2-s2.0-37549010924	WOS:000251864100008			Article	Article	Article		MS	CORE	"Ohira, T; Hozawa, A; Iribarren, C; Daviglus, ML; Matthews, KA; Gross, MD; Jacobs, DR"	Longitudinal association of serum carotenoids and tocopherols with hostility - The CARDIA study	2008	1-Jan		AMERICAN JOURNAL OF EPIDEMIOLOGY	0002-9262		167	1	42	50					CINAHL Journal Article				1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1016/j.psyneuen.2007.06.014	17659846	2-s2.0-36048984456	WOS:000251698100011			Article	Article	Article		AS	CORE	"Colangelo, LA; Sharp, L; Kopp, P; Scholtens, D; Chju, BCH; Liu, K; Gapstur, SM"	"Total testosterone, androgen receptor polymorphism, and depressive symptoms in young black and white men: The CARDIA Male Hormone Study"	2007	SEP-NOV		PSYCHONEUROENDOCRINOLOGY	0306-4530		32	10-Aug	951	958					WOS Article				1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.2105/AJPH.2006.088799	17971563	2-s2.0-38449108319	WOS:000251395900034			Article	Article	Article		MS	CORE	"Sweet, E; McDade, TW; Kiefe, CI; Liu, K"	"Relationships between skin color, income, and blood pressure among African Americans in the CARDIA study"	2007	DEC		AMERICAN JOURNAL OF PUBLIC HEALTH	0090-0036		97	12	2253	2259					CINAHL Journal Article				1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.2337/db07-1024	17898128	2-s2.0-36849034925	WOS:000251365400021			Article	Article	Article		MS	CORE	"Gunderson, EP; Lewis, CE; Tsai, AL; Chiang, V; Carnethon, M; Quesenberry, CP; Sidney, S"	"A 20-year prospective study of childbearing and incidence of diabetes in young women, controlling for glycemia before conception - The Coronary Artery Risk Development in Young Adults (CARDIA) Study"	2007	DEC		DIABETES	0012-1797		56	12	2990	2996					CINAHL Journal Article				1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1093/aje/kwm180	17698506	2-s2.0-35348906172	WOS:000250400700011			Article	Article	Article		MS	CORE	"Borrell, LN; Jacobs, DR; Williams, DR; Pletcher, MJ; Houston, TK; Kiefe, CI"	Self-reported racial discrimination and substance use in the coronary artery risk development in adults study	2007	1-Nov		AMERICAN JOURNAL OF EPIDEMIOLOGY	0002-9262		166	9	1068	1079					CINAHL Journal Article				1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10.1370/afm.705	17893384	2-s2.0-35148879587	WOS:000250220200007			Article	Article	Article		MS	CORE	"Mainous, AG; Diaz, VA; Everett, CJ"	Assessing risk for development of diabetes in young adults	2007	SEP-OCT		ANNALS OF FAMILY MEDICINE	1544-1709		5	5	425	429					CINAHL Journal Article				1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.15288/jsad.2007.68.727	17690807	2-s2.0-34548725200	WOS:000248891600014			Article	Article	Article		MS	CORE	"Costanzo, PR; Malone, PS; Belsky, D; Kertesz, S; Pletcher, M; Sloan, FA"	Longitudinal differences in alcohol use in early adulthood	2007	SEP		JOURNAL OF STUDIES ON ALCOHOL AND DRUGS	1937-1888		68	5	727	737					ASC Journal Article				1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1007/s10654-007-9132-3	17484024	2-s2.0-34547741594	WOS:000248762700004			Article	Article	Article		MS	CORE	"Rathmann, W; Haastert, B; Icks, A; Giani, G; Roseman, JM"	Ten-year change in serum uric acid and its relation to changes in other metabolic risk factors in young black and white adults: the CARDIA study	2007	JUL		EUROPEAN JOURNAL OF EPIDEMIOLOGY	0393-2990		22	7	439	445					Embase Journal Article				1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1097/PSY.0b013e3180f60645	17636147	2-s2.0-34547643528	WOS:000248535600006			Article	Article	Article		AS	CORE	"Janicki-Deverts, D; Cohen, S; Adler, NE; Schwartz, JE; Matthews, KA; Seeman, TE"	Socioeconomic status is related to urinary catecholamines in the coronary artery risk development in young adults (CARDIA) study	2007	JUL-AUG		PSYCHOSOMATIC MEDICINE	0033-3174		69	6	514	520					CINAHL Journal Article				1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
10.1093/ajcn/86.1.48	17616762	2-s2.0-34447250050	WOS:000247981900009			Article	Article	Article		MS	CORE	"Lee, CD; Jacobs, DR; Schreiner, PJ; Iribarren, C; Hankinson, A"	Abdominal obesity and coronary artery calcification in young adults: the coronary artery risk development in young adults (CARDIA) study	2007	JUL		AMERICAN JOURNAL OF CLINICAL NUTRITION	0002-9165		86	1	48	54					CINAHL Journal Article				1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1016/j.ypmed.2007.02.014	17433426	2-s2.0-34249713643	WOS:000247651200005			Article	Article	Article		MS	CORE	"Widome, R; Jacobs, DR; Schreiner, PJ; Iribarren, C"	Passive smoke exposure trends and workplace policy in the Coronary Artery Risk Development in Young Adults (CARDIA) study (1985-2001)	2007	JUN		PREVENTIVE MEDICINE	0091-7435		44	6	490	495					CINAHL Journal Article				1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1093/sleep/30.6.793	17580601	2-s2.0-34249807908	WOS:000247321400014			Article	Article	Article		AS	CORE	"Knutson, KL; Rathouz, PJ; Yan, LJL; Liu, K; Lauderdale, DS"	Intra-individual daily and yearly variability in actigraphically recorded sleep measures: the CARDIA study	2007	1-Jun		SLEEP	1618105		30	6	793	796					CINAHL Journal Article				1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.2119/2006-00112.Sloan	17592552	2-s2.0-34250638610	WOS:000247287500007			Article	Article	Article		AS	CORE	"Sloan, RP; McCreath, H; Tracey, KJ; Sidney, S; Liu, K; Seeman, T"	RR interval variability is inversely related to inflammatory markers: The CARDIA study	2007	MAR-APR		MOLECULAR MEDICINE	1076-1551		13	4-Mar	178	184					ASC Journal Article				1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1016/j.ypmed.2006.12.004	17275897	2-s2.0-34247646013	WOS:000247161600010			Article	Article	Article		MS	CORE	"Wolin, KY; Colangelo, LA; Liu, K; Stemfeld, B; Gapstur, SM"	Associations of androgens with physical activity and fitness in young black and white men: The CARDIA Male Hormone Study	2007	MAY		PREVENTIVE MEDICINE	0091-7435		44	5	426	431					CINAHL Journal Article				1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1097/01.AOG.0000252831.06695.03	17329527	2-s2.0-33847363536	WOS:000246771200021			Article	Article	Article		MS	CORE	"Gunderson, EP; Lewis, CE; Wei, GS; Whitmer, RA; Quesenberry, CP; Sidney, S"	Lactation and changes in maternal metabolic risk factors	2007	MAR		OBSTETRICS AND GYNECOLOGY	0029-7844		109	3	729	738					WOS Article				1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1016/j.jacc.2007.03.009	17512357	2-s2.0-34248372913	WOS:000246734100005			Article	Article	Article		MS	CORE	"Loria, CM; Liu, K; Lewis, CE; Hulley, SB; Sidney, S; Schreiner, PJ; Williams, OD; Bild, DE; Detrano, R"	Early adult risk factor levels and subsequent coronary artery calcification - The CARDIA study	2007	22-May		JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY	0735-1097		49	20	2013	2020					CINAHL Journal Article				1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1037/0278-6133.26.3.333	17500620	2-s2.0-34248530173	WOS:000246569100011			Article	Article	Article		MS	CORE	"Jackson, B; Kubzansky, LD; Cohen, S; Jacobs, DR; Wright, RJ"	Does harboring hostility hurt? Associations between hostility and pulmonary function in the coronary artery risk development in (Young) Adults (CARDIA) study	2007	MAY		HEALTH PSYCHOLOGY	0278-6133		26	3	333	340					CINAHL Journal Article				1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
10.1007/s00439-007-0350-2	17356887	2-s2.0-34248180566	WOS:000246272400005			Article	Article	Article		MS	CORE	"Reiner, AP; Carlson, CS; Ziv, E; Iribarren, C; Jaquish, CE; Nickerson, DA"	"Genetic ancestry, population sub-structure, and cardiovascular disease-related traits among African-American participants in the CARDIA Study"	2007	JUN		HUMAN GENETICS	0340-6717		121	5	565	575					ASC Journal Article				1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1093/aje/kwk114	17327218	2-s2.0-34247172854	WOS:000245896900011			Article	Article	Article		MS	CORE	"Lynch, E; Liu, K; Spring, B; Hankinson, A; Wei, GS; Greenland, P"	Association of ethnicity and socioeconomic status with judgments of body size - The Coronary Artery Risk Development in Young Adults (CARDIA) Study	2007	1-May		AMERICAN JOURNAL OF EPIDEMIOLOGY	0002-9262		165	9	1055	1062					CINAHL Journal Article				1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1038/sj.ijo.0803465	16969359	2-s2.0-33947592792	WOS:000245502800016			Article	Article	Article		AS	CORE	"Gapstur, SM; Kopp, P; Gann, PH; Chiu, BCH; Colangelo, LA; Liu, K"	"Changes in BMI modulate age-associated changes in sex hormone binding globulin and total testosterone, but not bioavailable testosterone in young adult men: the CARDIA Male Hormone Study"	2007	APR		INTERNATIONAL JOURNAL OF OBESITY	0307-0565		31	4	685	691					WOS Article				1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1016/j.amjcard.2006.10.048	17350376	2-s2.0-33847665683	WOS:000245289200019			Article	Article	Article		MS	CORE	"Reid, CL; Anton-Culver, H; Yunis, C; Gardin, JM"	"Prevalence and clinical correlates of isolated mitral, isolated aortic regurgitation, and both in adults aged 21 to 35 years (from the CARDIA study)"	2007	15-Mar		AMERICAN JOURNAL OF CARDIOLOGY	0002-9149		99	6	830	834					CINAHL Journal Article				1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1007/s10286-006-0391-y	17264979	2-s2.0-33847003698	WOS:000244783900009			Article	Article	Article		MS	CORE	"Kizilbash, MA; Carnethon, MR; Chan, C; Jacobs, DR; Lloyd-Jones, DM; Sidney, S; Liu, K"	The association of heart rate recovery immediately after exercise with coronary artery calcium: the coronary artery risk development in young adults study	2007	FEB		CLINICAL AUTONOMIC RESEARCH	0959-9851		17	1	46	49					ASC Journal Article				1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1373/clinchem.2006.074930	17234732	2-s2.0-33947389955	WOS:000244550300011			Article	Article	Article		MS	CORE	"Hozawa, A; Jacobs, DR; Steffes, MW; Gross, MD; Steffen, LM; Lee, DH"	"Relationships of circulating carotenoid concentrations with several markers of inflammation, oxidative stress, and endothelial dysfunction: The Coronary Artery Risk Development in Young Adults (CARDIA)/Young Adult Longitudinal Trends in Antioxidants (YALTA) Study"	2007	MAR		CLINICAL CHEMISTRY	0009-9147		53	3	447	455					Embase Journal Article				1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1161/CIRCULATIOHA.106.648642	17283263	2-s2.0-33847252897	WOS:000244482200012			Article	Article	Article	Article	MS	CORE	"Lloyd-Jones, DM; Liu, K; Colangelo, LA; Yan, LL; Klein, L; Loria, CM; Lewis, CE; Savage, P"	Consistently stable or decreased body mass index in young adulthood and longitudinal changes in metabolic syndrome components - The coronary artery risk development in young adults study	2007	27-Feb		CIRCULATION	0009-7322		115	8	1004	1011					CINAHL Journal Article				1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1016/j.atherosclerosis.2006.02.021	16545818	2-s2.0-33845535114	WOS:000243671500010			Article	Article	Article		MS	CORE	"Wei, Q; Doris, PA; Pollizotto, MV; Boerwinkle, E; Jacobs, DR; Siscovick, DS; Fornage, M"	Sequence variation in the soluble epoxide hydrolase gene and subclinical coronary atherosclerosis: Interaction with cigarette smoking	2007	JAN		ATHEROSCLEROSIS	0021-9150		190	1	26	34					ASC Journal Article				1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1093/ajcn/85.1.201	17209197	2-s2.0-33846075342	WOS:000243419400029			Article	Article	Article		MS	CORE	"Duffey, KJ; Gordon-Larsen, P; Jacobs, DR; Williams, OD; Popkin, BM"	Differential associations of fast food and restaurant food consumption with 3-y change in body mass index: the Coronary Artery Risk Development in Young Adults Study	2007	JAN		AMERICAN JOURNAL OF CLINICAL NUTRITION	0002-9165		85	1	201	208					CINAHL Journal Article				1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1111/j.1538-7836.2006.02279.x	17059418	2-s2.0-33845543315	WOS:000242834800007			Article	Article	Article		MS	CORE	"Reiner, AP; Carlson, CS; Rieder, MJ; Siscovick, DS; Liu, K; Chandler, WL; Green, D; Schwartz, SM; Nickerson, DA"	"Coagulation factor VII gene haplotypes, obesity-related traits, and cardiovascular risk in young women"	2007	JAN		JOURNAL OF THROMBOSIS AND HAEMOSTASIS	1538-7933		5	1	42	49					WOS Article				1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1093/aje/kwj334	17038418	2-s2.0-33845655594	WOS:000242714800005			Article	Article	Article		MS	CORE	"Lynch, EB; Liu, KA; Kiefe, CI; Greenland, P"	Cardiovascular disease risk factor knowledge in young adults and 10-year change in risk factors - The coronary artery risk development in young adults (CARDIA) study	2006	15-Dec		AMERICAN JOURNAL OF EPIDEMIOLOGY	0002-9262		164	12	1171	1179					CINAHL Journal Article				1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1001/archinte.166.21.2341	17130387	2-s2.0-33751529001	WOS:000242312700007			Article	Article	Article		MS	CORE	"Gidding, SS; McMahan, A; McGill, HC; Colangelo, LA; Schreiner, PJ; Williams, OD; Liu, K"	Prediction of coronary artery calcium in young adults using the Pathobiological Determinants of Atherosclerosis in Youth (PDAY) risk score - The CARDIA study	2006	27-Nov		ARCHIVES OF INTERNAL MEDICINE	0003-9926		166	21	2341	2347					CINAHL Journal Article				1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1093/sleep/29.11.1503	17162998	2-s2.0-33751110625	WOS:000242181700024			Article	Article	Article		AS	CORE	"Knutson, KL; Rathouz, PJ; Yan, LL; Liu, K; Lauderdale, DS"	Stability of the Pittsburgh sleep quality index and the epworth sleepiness questionnaires over 1 year in early middle-aged adults: The CARDIA study	2006	1-Nov		SLEEP	1618105		29	11	1503	1506					CINAHL Journal Article				1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1016/j.drugalcdep.2006.04.011	16723193	2-s2.0-33748974100	WOS:000241747000010			Article	Article	Article		MS	CORE	"Pletcher, MJ; Kertesz, SG; Sidney, S; Kiefe, CI; Hulley, SB"	Incidence and antecedents of nonmedical prescription opioid use in four US communities - The Coronary Artery Risk Development in Young Adults (CARDIA) prospective cohort study	2006	8-Nov		DRUG AND ALCOHOL DEPENDENCE	0376-8716		85	2	171	176					CINAHL Journal Article				1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1007/s00109-006-0088-7	16955276	2-s2.0-33750492641	WOS:000241589100008			Article	Article	Article		MS	CORE	"Wei, Q; Jacobs, DR; Schreiner, PJ; Siscovick, DS; Steffes, MW; Fornage, M"	Patterns of association between PPAR gamma genetic variation and indices of adiposity and insulin action in African-Americans and whites: the CARDIA Study	2006	NOV		JOURNAL OF MOLECULAR MEDICINE-JMM	0946-2716		84	11	955	965					ASC Journal Article				1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1016/j.biopsych.2006.03.016	16712805	2-s2.0-33749530395	WOS:000241264100007			Article	Article	Article		MS	CORE	"Taylor, SE; Lehman, BJ; Kiefe, CI; Seeman, TE"	Relationship of early life stress and psychological functioning to adult C-reactive protein in the coronary artery risk development in young adults study	2006	15-Oct		BIOLOGICAL PSYCHIATRY	0006-3223		60	8	819	824					ASC Journal Article				1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1097/01.psy.0000244071.42939.0e	17012518	2-s2.0-33749028966	WOS:000241205700003			Article	Article	Article		AS	CORE	"Matthews, K; Schwartz, J; Cohen, S; Seeman, T"	Diurnal cortisol decline is related to coronary calcification: CARDIA study	2006	SEP-OCT		PSYCHOSOMATIC MEDICINE	0033-3174		68	5	657	661					CINAHL Journal Article				1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
10.1093/ije/dyl049	16554379	2-s2.0-33749626291	WOS:000240939300031			Article	Article	Article		MS	CORE	"Thyagarajan, B; Jacobs, DR; Apostol, GG; Smith, LJ; Lewis, CE; Williams, OD"	Plasma fibrinogen and lung function: the CARDIA study	2006	AUG		INTERNATIONAL JOURNAL OF EPIDEMIOLOGY	0300-5771		35	4	1001	1008					Embase Journal Article				1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1038/sj.ijo.0803307	16534519	2-s2.0-33748107169	WOS:000240063200012			Article	Article	Article		MS	CORE	"Truesdale, KP; Stevens, J; Lewis, CE; Schreiner, PJ; Loria, CM; Cai, J"	Changes in risk factors for cardiovascular disease by baseline weight status in young adults who maintain or gain weight over 15 years: the CARDIA study	2006	SEP		INTERNATIONAL JOURNAL OF OBESITY	0307-0565		30	9	1397	1407					ASC Journal Article				1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1016/j.amjcard.2006.03.024	16893701	2-s2.0-33746677946	WOS:000240039500010			Article	Article	Article		MS	CORE	"Rodondi, N; Pletcher, MJ; Liu, K; Hulley, SB; Sidney, S"	"Marijuana use, diet, body mass index, and cardiovascular risk factors (from the CARDIA Study)"	2006	15-Aug		AMERICAN JOURNAL OF CARDIOLOGY	0002-9149		98	4	478	484					CINAHL Journal Article				1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1016/j.socscimed.2006.04.008	16750286	2-s2.0-33746277231	WOS:000239875800001			Article	Article	Article		MS	CORE	"Borrell, LN; Kiefe, CI; Williams, DR; Diez-Roux, AV; Gordon-Larsen, P"	"Self-reported health, perceived racial discrimination, and skin color in African Americans in the CARDIA study"	2006	SEP		SOCIAL SCIENCE & MEDICINE	0277-9536		63	6	1415	1427					CINAHL Journal Article				1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1002/gepi.20163	16800005	2-s2.0-33747586561	WOS:000239851900005			Article	Article	Article	Article	MS	CORE	"Payseur, BA; Clark, AG; Hixson, J; Boerwinkle, E; Sing, CF"	Contrasting multi-site genotypic distributions among discordant quantitative phenotypes: The APOA1/C3/A4/A5 gene cluster and cardiovascular disease risk factors	2006	SEP		GENETIC EPIDEMIOLOGY	0741-0395		30	6	508	518					Embase Journal Article				1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1007/s00109-005-0037-x	16705465	2-s2.0-33745606435	WOS:000239656200005			Article	Article	Article		MS	CORE	"Brown, CM; Rea, TJ; Hamon, SC; Hixson, JE; Boerwinkle, E; Clark, AG; Sing, CF"	The contribution of individual and pairwise combinations of SNPs in the APOA1 and APOC3 genes to interindividual HDL-C variability	2006	JUL		JOURNAL OF MOLECULAR MEDICINE-JMM	0946-2716		84	7	561	572					ASC Journal Article				1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
