DOI	PubMed_ID	Scopus_ID	Web_of_Science_ID	URL	Database	Document_Type_Final	Document_Type_Scopus	Document_Type_Web_of_Science	Document_Type_Other	Reference_Detail	CORE	Authors	Title 	Year	Publication_Date 	Early_Access_Date	Source_Title 	ISSN	ISBN	Volume	Issue	Page_Start	Page_End	Supplemental_Issue	Special_Issue	Meeting_Abstract	Notes	Reference_Type	Document_Citation	CARDIA_Document_Cited	Level_of_Influence	Scopus	WOS	PubMed	Embase	ASC	CINAHL	CHC	APA_PI	CK	Uptodate	NU	PQC	WC	AHRQ	PPH	CDC	HP2020	Healthgov	MedlinePlus	NAP	OA	Dataverse	Dryad	Figshare	Mendeley_Data	OSF	Vivili	Zenodo	DigitalHub
10.1001/archinte.166.17.1915	17000950	2-s2.0-33749022524	WOS:000240730500018			Article	Article	Article; Proceedings Paper		MS	CORE	"Pletcher, MJ; Hulley, BJ; Houston, T; Kiefe, CI; Benowitz, N; Sidney, S"	"Menthol cigarettes, smoking cessation, atherosclerosis, and pulmonary function - The Coronary Artery Risk Development in Young Adults (CARDIA) Study"	2006	25-Sep		ARCHIVES OF INTERNAL MEDICINE	0003-9926		166	17	1915	1922					ASC Journal Article				1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1161/01.CIR.0000109487.46725.02	14732757	2-s2.0-1642458135	WOS:000224997200011			Article	Article	Article; Proceedings Paper		MS	CORE	"Fornage, M; Lopez, DS; Roseman, JM; Siscovick, DS; Wong, ND; Boerwinkle, E"	Parental history of stroke and myocardial infarction predicts coronary artery calcification: The Coronary Artery Risk Development in Young Adults (CARDIA) study	2004	OCT		EUROPEAN JOURNAL OF CARDIOVASCULAR PREVENTION & REHABILITATION	1741-8267		11	5	421	426					CINAHL Journal Article				1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1001/jama.283.19.2546	10815118	2-s2.0-0034679089	WOS:000086964600035			Article	Article	Article; Proceedings Paper		AS	CORE	"Iribarren, C; Sidney, S; Bild, DE; Liu, K; Markovitz, JH; Roseman, JM; Matthews, K"	Association of hostility with coronary artery calcification in young adults - The CARDIA study	2000	17-May		JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION	0098-7484		283	19	2546	2551					CINAHL Journal Article				1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1002/(SICI)1098-108X(199901)25:1<71::AID-EAT9>3.3.CO;2-V	9924655	2-s2.0-0032943853	WOS:000078026000009			Article	Article	Article; Proceedings Paper		MS	CORE	"Smith, DE; Thompson, JK; Raczynski, JM; Hilner, JE"	Body image among men and women in a biracial cohort: The CARDIA study	1999	JAN		INTERNATIONAL JOURNAL OF EATING DISORDERS	0276-3478		25	1	71	82				Has second DOI that works in Scopus and APA Psych Info: 10.1002/(SICI)1098-108X(199901)25:1<71::AID-EAT9>3.0.CO;2-3	CINAHL Journal Article				1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1136/jech.48.6.604	7830019	2-s2.0-0028557416	WOS:A1994PZ41000017			Article	Article	Note		MS	CORE	"BRAUN, BL; GERBERICH, SG; SIDNEY, S"	INJURY EVENTS - UTILITY OF SELF-REPORT IN RETROSPECTIVE IDENTIFICATION IN THE USA	1994	DEC		JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH	0143-005X		48	6	604	605					WOS Note				1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1526025	2-s2.0-0026648833	WOS:A1992JN32200046			Article	Article	Note		MS	CORE	"MANOLIO, TA; BURKE, GL; SAVAGE, PJ; JACOBS, DR; SIDNEY, S; WAGENKNECHT, LE; ALLMAN, RM; TRACY, RP"	SEX-RELATED AND RACE-RELATED DIFFERENCES IN LIVER-ASSOCIATED SERUM CHEMISTRY TESTS IN YOUNG-ADULTS IN THE CARDIA STUDY	1992	SEP		CLINICAL CHEMISTRY	0009-9147		38	9	1853	1859					Embase Journal Article				1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1016/0091-7435(90)90045-L	2204915	2-s2.0-0025006315	WOS:A1990DT77200010			Article	Article	Note		MS	CORE	"BURKE, GL; JACOBS, DR; SPRAFKA, JM; SAVAGE, PJ; SIDNEY, S; WAGENKNECHT, LE"	OBESITY AND OVERWEIGHT IN YOUNG-ADULTS - THE CARDIA STUDY	1990	JUL		PREVENTIVE MEDICINE	0091-7435		19	4	476	488					CINAHL Journal Article				1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1093/oxfordjourls.aje.a009314	9326433	2-s2.0-2642607899	WOS:A1997XZ75200004			Article	Article	Article		MS	CORE	"Jacobs, DR; Hebert, B; Schreiner, PJ; Sidney, S; Iribarren, C; Hulley, S"	Reduced cholesterol is associated with recent minor illness - The CARDIA Study	1997	1-Oct		AMERICAN JOURNAL OF EPIDEMIOLOGY	0002-9262		146	7	558	564					Embase Journal Article				1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1097/00004872-199715090-00005	9321742	2-s2.0-0030749068	WOS:A1997XX99300005			Article	Article	Article		AS	CORE	"Markovitz, JH; Lewis, CE; Sanders, PW; Tucker, D; Warnock, DG"	Relationship of diastolic blood pressure with cyclic GMP excretion among young adults (the CARDIA study): influence of a family history of hypertension	1997	SEP		JOURNAL OF HYPERTENSION	0263-6352		15	9	955	962					CINAHL Journal Article				1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1161/01.CIR.96.4.1082	9286933	2-s2.0-0030858688	WOS:A1997XR08200008			Article	Article	Article		MS	CORE	"Kiefe, CI; Williams, OD; Bild, DE; Lewis, CE; Hilner, JE; Oberman, A"	Regional disparities in the incidence of elevated blood pressure among young adults - The CARDIA study	1997	19-Aug		CIRCULATION	0009-7322		96	4	1082	1088					Embase Journal Article				1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1006/pmed.1997.0151	9245672	2-s2.0-0031194498	WOS:A1997XM42000018			Article	Article	Article		MS	CORE	"Iribarren, C; Jacobs, DR; Slattery, ML; Liu, K; Sidney, S; Hebert, BJ; Roseman, JM"	Epidemiology of low total plasma cholesterol concentration among young adults: The CARDIA study	1997	JUL-AUG		PREVENTIVE MEDICINE	0091-7435		26	4	495	507					CINAHL Journal Article				1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.2105/AJPH.87.4.635	9146444	2-s2.0-0030961637	WOS:A1997WY03900021			Article	Article	Article		MS	CORE	"Lewis, CE; Smith, DE; Wallace, DD; Williams, OD; Bild, DE; Jacobs, DR"	Seven-year trends in body weight and associations with lifestyle and behavioral characteristics in black and white young adults: The CARDIA study	1997	APR		AMERICAN JOURNAL OF PUBLIC HEALTH	0090-0036		87	4	635	642					CINAHL Journal Article				1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.2105/AJPH.87.4.629	9146443	2-s2.0-0030976762	WOS:A1997WY03900020			Article	Article	Article		MS	CORE	"Braun, BL; Murray, DM; Sidney, S"	Lifetime cocaine use and cardiovascular characteristics among young adults: The CARDIA study	1997	APR		AMERICAN JOURNAL OF PUBLIC HEALTH	0090-0036		87	4	629	634					CINAHL Journal Article				1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.2190/HPB8-5M2N-VK6X-0FWN	9031018	2-s2.0-0031032728	WOS:A1997WG22200010			Article	Article	Article		MS	CORE	"Krieger, N; Sidney, S"	Prevalence and health implications of anti-gay discrimination: A study of black and white women and men in the CARDIA cohort	1997			INTERNATIONAL JOURNAL OF HEALTH SERVICES	0020-7314		27	1	157	176					CINAHL Journal Article				1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1210/jc.82.2.429	9024231	2-s2.0-0031027952	WOS:A1997WG06500024			Article	Article	Article		MS	CORE	"Ettinger, B; Sidney, S; Cummings, SR; Libanati, C; Bikle, DD; Tekawa, IS; Tolan, K; Steiger, P"	"Racial differences in bone density between young adult black and white subjects persist after adjustment for anthropometric, lifestyle, and biochemical differences"	1997	FEB		JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM	0021-972X		82	2	429	434					WOS Article				1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1161/01.ATV.17.1.51	9012637	2-s2.0-0031034427	WOS:A1997WE93200008			Article	Article	Article		MS	CORE	"Green, D; Chamberlain, MA; Ruth, KJ; Folsom, AR; Liu, K"	"Factor VII, cholesterol, and triglycerides - The CARDIA study"	1997	JAN		ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY	1079-5642		17	1	51	55					Embase Journal Article				1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1093/oxfordjourls.aje.a009081	9006307	2-s2.0-0011303062	WOS:A1997WD83500003			Article	Article	Article		MS	CORE	"Son, BK; Markovitz, JH; Winders, S; Smith, D"	"Smoking, nicotine dependence, and depressive symptoms in the CARDIA study - Effects of educational status"	1997	15-Jan		AMERICAN JOURNAL OF EPIDEMIOLOGY	0002-9262		145	2	110	116					Embase Journal Article				1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	9017509	2-s2.0-0030451016	WOS:A1996WD85500009			Article	Article	Article		MS	CORE	"Marcovina, SM; Albers, JJ; Wijsman, E; Zhang, ZH; Chapman, NH; Kennedy, H"	Differences in Lp[a] concentrations and apo[a] polymorphs between black and white Americans	1996	DEC		JOURNAL OF LIPID RESEARCH	0022-2275		37	12	2569	2585					WOS Article				1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.2105/AJPH.86.12.1736	9003130	2-s2.0-0030445864	WOS:A1996WC83500012			Article	Article	Article		MS	CORE	"Braun, BL; Murray, D; Hannan, P; Sidney, S; Le, C"	Cocaine use and characteristics of young adult users from 1987 to 1992: The CARDIA study	1996	DEC		AMERICAN JOURNAL OF PUBLIC HEALTH	0090-0036		86	12	1736	1741					CINAHL Journal Article				1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.2105/AJPH.86.10.1370	8876504	2-s2.0-0029958092	WOS:A1996VN01600005			Article	Article	Article		MS	CORE	"Krieger, N; Sidney, S"	Racial discrimination and blood pressure: The CARDIA study of young black and white adults	1996	OCT		AMERICAN JOURNAL OF PUBLIC HEALTH	0090-0036		86	10	1370	1378					CINAHL Journal Article				1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1016/S0895-7061(96)00149-5	8879349	2-s2.0-0030250856	WOS:A1996VH14400011			Article	Article	Article		MS	CORE	"Markovitz, JH; Raczynski, JM; Lewis, CE; Flack, J; Chesney, M; Chettur, V; Hardin, JM; Johnson, E"	Lack of independent relationships between left ventricular mass and cardiovascular reactivity to physical and psychological stress in the coronary artery risk development in young adults (CARDIA) study	1996	SEP		AMERICAN JOURNAL OF HYPERTENSION	0895-7061		9	9	915	923					Embase Journal Article				1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1016/S0002-9149(96)00282-2	8759809	2-s2.0-0030221222	WOS:A1996VA04800010			Article	Article	Article		MS	CORE	"Gidding, SS; Liu, K; Bild, DE; Flack, J; Gardin, J; Ruth, KJ; Oberman, A"	Prevalence and identification of abnormal lipoprotein levels in a biracial population aged 23 to 35 years (the CARDIA study)	1996	1-Aug		AMERICAN JOURNAL OF CARDIOLOGY	0002-9149		78	3	304	308					Embase Journal Article				1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1093/oxfordjourls.aje.a008919	8686693	2-s2.0-0029809750	WOS:A1996UZ75400005			Article	Article	Article		MS	CORE	"Lewis, CE; Funkhouser, E; Raczynski, JM; Sidney, S; Bild, DE; Howard, BV"	Adverse effect of pregnancy on high density lipoprotein (HDL) cholesterol in young adult women - The CARDIA study	1996	1-Aug		AMERICAN JOURNAL OF EPIDEMIOLOGY	0002-9262		144	3	247	254					CINAHL Journal Article				1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1093/oxfordjourls.aje.a008918	8686692	2-s2.0-0029788066	WOS:A1996UZ75400004			Article	Article	Article		MS	CORE	"Folsom, AR; Jacobs, DR; Wagenknecht, LE; Winkhart, SP; Yunis, C; Hilner, JE; Savage, PJ; Smith, DE; Flack, JM"	Increase in fasting insulin and glucose over seven years with increasing weight and inactivity of young adults - The CARDIA study	1996	1-Aug		AMERICAN JOURNAL OF EPIDEMIOLOGY	0002-9262		144	3	235	246					CINAHL Journal Article				1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1097/00006842-199607000-00009	8827799	2-s2.0-0030010587	WOS:A1996UY24800010			Article	Article	Article		MS	CORE	"Knox, SS; Jacobs, DR; Chesney, MA; Raczynski, J; McCreath, H"	Psychosocial factors and plasma lipids in black and white young adults: The coronary artery risk development in young adults study data	1996	JUL-AUG		PSYCHOSOMATIC MEDICINE	0033-3174		58	4	365	373					CINAHL Journal Article				1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1016/1047-2797(96)00005-1	8827159	2-s2.0-0029899191	WOS:A1996UM69200010			Article	Article	Article		MS	CORE	"Bild, DE; Jacobs, DR; Liu, K; Williams, OD; Hilner, JE; Perkins, LL; Marcovina, SM; Hulley, SB"	Seven year trends in plasma low-density-lipoprotein-cholesterol in young adults: The CARDIA study	1996	MAY		ANNALS OF EPIDEMIOLOGY	1047-2797		6	3	235	245					CINAHL Journal Article				1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1111/j.1530-0277.1996.tb01069.x	8727231	2-s2.0-0030000753	WOS:A1996UM27000003			Article	Article	Article		MS	CORE	"JonesWebb, R; Jacobs, DR; Flack, JM; Liu, K"	"Relationships between depressive symptoms, anxiety, alcohol consumption, and blood pressure: Results from the CARDIA study"	1996	MAY		ALCOHOLISM-CLINICAL AND EXPERIMENTAL RESEARCH	0145-6008		20	3	420	427					APA PI Journal Article				1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1093/oxfordjourls.aje.a008816	8610688	2-s2.0-0029982012	WOS:A1996UE75900006			Article	Article	Article		MS	CORE	"McKetney, EC; Ragland, DR"	"John Henryism, education, and blood pressure in young adults - The CARDIA study"	1996	15-Apr		AMERICAN JOURNAL OF EPIDEMIOLOGY	0002-9262		143	8	787	791					Embase Journal Article				1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.2105/AJPH.86.4.480	8604777	2-s2.0-0029866019	WOS:A1996UE68800005			Article	Article	Article		MS	CORE	"Greenlund, KJ; Liu, K; Dyer, AR; Kiefe, CI; Burke, GL; Yunis, C"	Body mass index in young adults: Associations with parental body size and education in the CARDIA study	1996	APR		AMERICAN JOURNAL OF PUBLIC HEALTH	0090-0036		86	4	480	485					ASC Journal Article				1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1016/1047-2797(95)00135-2	8775596	2-s2.0-0029963965	WOS:A1996UC78000009			Article	Article	Article		MS	CORE	"Sidney, S; Sternfeld, B; Haskell, WL; Jacobs, DR; Chesney, AM; Hulley, SB"	Television viewing and cardiovascular risk factors in young adults: The CARDIA study	1996	MAR		ANNALS OF EPIDEMIOLOGY	1047-2797		6	2	154	159					CINAHL Journal Article				1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1093/oxfordjourls.aje.a008749	8633619	2-s2.0-0030043228	WOS:A1996TU98900006			Article	Article	Article		MS	CORE	"Anderssen, N; Jacobs, DR; Sidney, S; Bild, DE; Sternfeld, B; Slattery, ML; Hannan, P"	Change and secular trends in physical activity patterns in young adults: A seven-year longitudinal follow-up in the coronary artery risk development in young adults study (CARDIA)	1996	15-Feb		AMERICAN JOURNAL OF EPIDEMIOLOGY	0002-9262		143	4	351	362					Embase Journal Article				1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	8788322	2-s2.0-0030025126	WOS:A1996TN48900008			Article	Article	Article		MS	CORE	"Bild, DE; Sholinsky, P; Smith, DE; Lewis, CE; Hardin, JM; Burke, GL"	Correlates and predictors of weight loss in young adults: The CARDIA study	1996	JAN		INTERNATIONAL JOURNAL OF OBESITY	0307-0565		20	1	47	55					CINAHL Journal Article				1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1161/01.CIR.93.1.60	8616942	2-s2.0-0030064882	WOS:A1996TL99700012			Article	Article	Article		MS	CORE	"Liu, K; Ruth, KJ; Flack, JM; JonesWebb, R; Burke, G; Savage, PJ; Hulley, SB"	Blood pressure in young black and whites: Relevance of obesity and lifestyle factors in determining differences - The CARDIA study	1996	1-Jan		CIRCULATION	0009-7322		93	1	60	66					Embase Journal Article				1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1080/07315724.1995.10718553	8598425	2-s2.0-0028809882	WOS:A1995TG91300012			Article	Article	Article		MS	CORE	"SLATTERY, ML; JACOBS, DR; DYER, A; BENSON, J; HILNER, JE; CAAN, BJ"	DIETARY ANTIOXIDANTS AND PLASMA-LIPIDS - THE CARDIA STUDY	1995	DEC		JOURNAL OF THE AMERICAN COLLEGE OF NUTRITION	0731-5724		14	6	635	642					Embase Journal Article				1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1093/oxfordjourls.aje.a117555	7485047	2-s2.0-0028883779	WOS:A1995TE77700003			Article	Article	Article		MS	CORE	"GREENLUND, KJ; LIU, K; KIEFE, CI; YUNIS, C; DYER, AR; BURKE, GL"	IMPACT OF FATHERS EDUCATION AND PARENTAL SMOKING STATUS ON SMOKING-BEHAVIOR IN YOUNG-ADULTS	1995	15-Nov		AMERICAN JOURNAL OF EPIDEMIOLOGY	0002-9262		142	10	1029	1033					Embase Journal Article				1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1136/bmj.311.7013.1139	7580711	2-s2.0-0028826339	WOS:A1995TC46600021			Article	Article	Article		MS (Abstract)	CORE	"ZHANG, SM; FOLSOM, AR; FLACK, JM; LIU, K"	BODY-FAT DISTRIBUTION BEFORE PREGNANCY AND GESTATIONAL DIABETES - FINDINGS FROM CORONARY-ARTERY RISK DEVELOPMENT IN YOUNG-ADULTS (CARDIA) STUDY	1995	28-Oct		BRITISH MEDICAL JOURNAL	0959-8138		311	7013	1139	1140					Embase Journal Article				1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1016/0277-9536(94)00385-7	7502103	2-s2.0-0029115645	WOS:A1995RQ62700011			Article	Article	Article		MS	CORE	"GREENLUND, KJ; LIU, K; KNOX, S; MCCREATH, H; DYER, AR; GARDIN, J"	PSYCHOSOCIAL WORK CHARACTERISTICS AND CARDIOVASCULAR-DISEASE RISK-FACTORS IN YOUNG-ADULTS - THE CARDIA STUDY	1995	SEP		SOCIAL SCIENCE & MEDICINE	0277-9536		41	5	717	723					CINAHL Journal Article				1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1111/j.1530-0277.1995.tb00987.x	7485815	2-s2.0-0029093448	WOS:A1995RP72100039			Article	Article	Article		MS	CORE	"BRAUN, BL; WAGENAAR, AC; FLACK, JM"	ALCOHOL-CONSUMPTION AND PHYSICAL-FITNESS AMONG YOUNG-ADULTS	1995	AUG		ALCOHOLISM-CLINICAL AND EXPERIMENTAL RESEARCH	0145-6008		19	4	1048	1054					APA PI Journal Article				1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1161/01.CIR.92.4.785	7641357	2-s2.0-0029083650	WOS:A1995RN85200016			Article	Article	Article		MS	CORE	"MARON, BJ; GARDIN, JM; FLACK, JM; GIDDING, SS; KUROSAKI, TT; BILD, DE"	PREVALENCE OF HYPERTROPHIC CARDIOMYOPATHY IN A GENERAL-POPULATION OF YOUNG-ADULTS - ECHOCARDIOGRAPHIC ANALYSIS OF 4111 SUBJECTS IN THE CARDIA STUDY	1995	15-Aug		CIRCULATION	0009-7322		92	4	785	789					Embase Journal Article				1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1161/01.CIR.92.3.380	7634452	2-s2.0-0029081458	WOS:A1995RL56200019			Article	Article	Article		MS	CORE	"GARDIN, JM; WAGENKNECHT, LE; ANTONCULVER, H; FLACK, J; GIDDING, S; KUROSAKI, T; WONG, ND; MANOLIO, TA"	RELATIONSHIP OF CARDIOVASCULAR RISK-FACTORS TO ECHOCARDIOGRAPHIC LEFT-VENTRICULAR MASS IN HEALTHY-YOUNG BLACK-AND-WHITE ADULT MEN AND WOMEN - THE CARDIA STUDY	1995	1-Aug		CIRCULATION	0009-7322		92	3	380	387					Embase Journal Article				1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1016/0735-1097(95)00118-J	7797754	2-s2.0-0029000124	WOS:A1995RG11000029			Article	Article	Article		MS	CORE	"GIDDING, SS; XIE, XY; LIU, KA; MANOLIO, T; FLACK, JM; GARDIN, JM"	CARDIAC-FUNCTION IN SMOKERS AND NONSMOKERS - THE CARDIA STUDY	1995	JUL		JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY	0735-1097		26	1	211	216					CINAHL Journal Article				1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	7897300	2-s2.0-0029263854	WOS:A1995QL66800009			Article	Article	Article		MS	CORE	"GREEN, D; JARRETT, O; RUTH, KJ; FOLSOM, AR; LIU, K"	"RELATIONSHIP AMONG LEWIS PHENOTYPE, CLOTTING FACTORS, AND OTHER CARDIOVASCULAR RISK-FACTORS IN YOUNG-ADULTS"	1995	MAR		JOURNAL OF LABORATORY AND CLINICAL MEDICINE	0022-2143		125	3	334	339					CINAHL Journal Article				1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1016/0735-1097(94)00469-7	7884094	2-s2.0-0028923904	WOS:A1995QL40400014			Article	Article	Article		MS	CORE	"HOEGERMAN, GS; LEWIS, CE; FLACK, J; RACZYNSKI, JM; CAVENY, J; GARDIN, JM"	LACK OF ASSOCIATION OF RECREATIONAL COCAINE AND ALCOHOL-USE WITH LEFT-VENTRICULAR MASS IN YOUNG-ADULTS - THE CORONARY-ARTERY RISK DEVELOPMENT IN YOUNG-ADULTS (CARDIA) STUDY	1995	15-Mar		JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY	0735-1097		25	4	895	900					Embase Journal Article				1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1016/0002-8703(95)90287-2	7872189	2-s2.0-0028949019	WOS:A1995QK46500026			Article	Article	Article		MS	CORE	"WONG, ND; GARDIN, JM; KUROSAKI, T; ANTONCULVER, H; SIDNEY, S; ROSEMAN, J; GIDDING, S"	ECHOCARDIOGRAPHIC LEFT-VENTRICULAR SYSTOLIC FUNCTION AND VOLUMES IN YOUNG-ADULTS - DISTRIBUTION AND FACTORS INFLUENCING VARIABILITY	1995	MAR		AMERICAN HEART JOURNAL	0002-8703		129	3	571	577					Embase Journal Article				1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1016/0002-8223(94)91944-5	8021418	2-s2.0-0028291596	WOS:A1994PC11200016			Article	Article	Article		MS	CORE	"SLATTERY, ML; CAAN, BJ; DUNCAN, D; BERRY, TD; COATES, A; KERBER, R"	A COMPUTERIZED DIET HISTORY QUESTIONNAIRE FOR EPIDEMIOLOGIC STUDIES	1994	JUL		JOURNAL OF THE AMERICAN DIETETIC ASSOCIATION	0002-8223		94	7	761	766					ASC Journal Article				1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1016/0895-4356(94)90166-X	7722583	2-s2.0-0027935436	WOS:A1994PA98700001			Article	Article	Article		MS	CORE	"SLATTERY, ML; DYER, A; JACOBS, DR; HILNER, JE; CAAN, BJ; BILD, DE; LIU, K; MCDONALD, A; VANHORN, L; HARDIN, M"	PRESENTATION - A COMPARISON OF 2 METHODS TO ASCERTAIN DIETARY-INTAKE - THE CARDIA STUDY	1994	JUL		JOURNAL OF CLINICAL EPIDEMIOLOGY	0895-4356		47	7	701	711					Embase Journal Article				1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1001/jama.1994.03510460039030	8196117	2-s2.0-0028308266	WOS:A1994NN72500023			Article	Article	Article		MS	CORE	"SMITH, DE; LEWIS, CE; CAVENY, JL; PERKINS, LL; BURKE, GL; BILD, DE"	LONGITUDINAL CHANGES IN ADIPOSITY ASSOCIATED WITH PREGNANCY - THE CARDIA STUDY	1994	8-Jun		JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION	0098-7484		271	22	1747	1751				Has second DOI that works in Scopus: 10.1001/jama.271.22.1747	CINAHL Journal Article				1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	8081431	2-s2.0-0028226249	WOS:A1994NN36600006			Article	Article	Article		MS	CORE	"CAAN, B; ARMSTRONG, MA; SELBY, JV; SADLER, M; FOLSOM, AR; JACOBS, D; SLATTERY, ML; HILNER, JE; ROSEMAN, J"	CHANGES IN MEASUREMENTS OF BODY-FAT DISTRIBUTION ACCOMPANYING WEIGHT CHANGE	1994	JUN		INTERNATIONAL JOURNAL OF OBESITY	0307-0565		18	6	397	404					WOS Article				1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
